RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
1,"R46336","12/30/2020","COVID-19: Potential Implications for International Security Environment-Overview of Issues and Further Reading for Congress","https://crsreports.congress.gov/product/pdf/download/R/R46336/R46336.pdf/","13","04/30/2020"
2,"IF10524","12/30/2020","Defense Primer: Budgeting for National and Defense Intelligence","https://crsreports.congress.gov/product/pdf/download/IF/IF10524/IF10524.pdf/","10","12/05/2016"
3,"IF10574","12/30/2020","Defense Primer: Intelligence Support to Military Operations","https://crsreports.congress.gov/product/pdf/download/IF/IF10574/IF10574.pdf/","9","12/30/2016"
4,"IF11089","12/30/2020","Defense Primer: Military Commissaries and Exchanges","https://crsreports.congress.gov/product/pdf/download/IF/IF11089/IF11089.pdf/","7","01/31/2019"
5,"IF10525","12/30/2020","Defense Primer: National and Defense Intelligence","https://crsreports.congress.gov/product/pdf/download/IF/IF10525/IF10525.pdf/","10","12/05/2016"
6,"IF11531","12/30/2020","Defense Primer: National Security Space Launch","https://crsreports.congress.gov/product/pdf/download/IF/IF11531/IF11531.pdf/","2","05/01/2020"
7,"IF10523","12/30/2020","Defense Primer: Under Secretary of Defense for Intelligence and Security","https://crsreports.congress.gov/product/pdf/download/IF/IF10523/IF10523.pdf/","12","12/05/2016"
8,"R46284","12/29/2020","COVID-19 Relief Assistance to Small Businesses: Issues and Policy Options","https://crsreports.congress.gov/product/pdf/download/R/R46284/R46284.pdf/","40","03/25/2020"
9,"IF10541","12/29/2020","Defense Primer: Ballistic Missile Defense","https://crsreports.congress.gov/product/pdf/download/IF/IF10541/IF10541.pdf/","9","12/12/2016"
10,"IN11563","12/29/2020","Planning and Paying for College: Federal Government Resources","https://crsreports.congress.gov/product/pdf/download/IN/IN11563/IN11563.pdf/","1","12/29/2020"
11,"R44891","12/29/2020","U.S. Role in the World: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44891/R44891.pdf/","65","07/13/2017"
12,"R42784","12/29/2020","U.S.-China Strategic Competition in South and East China Seas: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R42784/R42784.pdf/","120","10/24/2012"
13,"IF11700","12/29/2020","Water Resources Development Act of 2020","https://crsreports.congress.gov/product/pdf/download/IF/IF11700/IF11700.pdf/","2","12/10/2020"
14,"R46648","12/28/2020","Bank Supervision by Federal Regulators: Overview and Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R46648/R46648.pdf/","2","12/28/2020"
15,"IN11515","12/28/2020","FEMA Pre-Disaster Mitigation: The Building Resilient Infrastructure and Communities (BRIC) Program","https://crsreports.congress.gov/product/pdf/download/IN/IN11515/IN11515.pdf/","6","10/02/2020"
16,"IF10477","12/28/2020","Introduction to U.S. Economy: Inflation","https://crsreports.congress.gov/product/pdf/download/IF/IF10477/IF10477.pdf/","8","09/26/2016"
17,"IF11594","12/28/2020","New Census Bureau Products Track COVID-19's Effects","https://crsreports.congress.gov/product/pdf/download/IF/IF11594/IF11594.pdf/","3","07/07/2020"
18,"R45090","12/28/2020","Real Wage Trends, 1979 to 2019","https://crsreports.congress.gov/product/pdf/download/R/R45090/R45090.pdf/","13","02/05/2018"
19,"RL34391","12/23/2020","Coast Guard Polar Security Cutter (Polar Icebreaker) Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL34391/RL34391.pdf/","205","02/26/2008"
20,"IN11562","12/23/2020","COVID-19 Impact on the Banking Industry: Conditions in the Third Quarter of 2020","https://crsreports.congress.gov/product/pdf/download/IN/IN11562/IN11562.pdf/","3","12/23/2020"
21,"R46304","12/23/2020","COVID-19: China Medical Supply Chains and Broader Trade Issues","https://crsreports.congress.gov/product/pdf/download/R/R46304/R46304.pdf/","6","04/06/2020"
22,"IF11479","12/23/2020","Defense Primer: United States Transportation Command","https://crsreports.congress.gov/product/pdf/download/IF/IF11479/IF11479.pdf/","6","03/31/2020"
23,"R46270","12/23/2020","Global Economic Effects of COVID-19","https://crsreports.congress.gov/product/pdf/download/R/R46270/R46270.pdf/","58","03/13/2020"
24,"IF11711","12/23/2020","Hong Kong: Key Issues in 2021","https://crsreports.congress.gov/product/pdf/download/IF/IF11711/IF11711.pdf/","1","12/23/2020"
25,"IF11710","12/23/2020","Inauguration Security and Operations","https://crsreports.congress.gov/product/pdf/download/IF/IF11710/IF11710.pdf/","2","12/23/2020"
26,"RL33745","12/23/2020","Navy Aegis Ballistic Missile Defense (BMD) Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33745/RL33745.pdf/","219","12/07/2006"
27,"RL32665","12/23/2020","Navy Force Structure and Shipbuilding Plans: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL32665/RL32665.pdf/","328","02/16/2005"
28,"R45757","12/23/2020","Navy Large Unmanned Surface and Undersea Vehicles: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45757/R45757.pdf/","30","06/07/2019"
29,"R44175","12/23/2020","Navy Lasers, Railgun, and Gun-Launched Guided Projectile: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44175/R44175.pdf/","66","09/02/2015"
30,"IF11288","12/23/2020","Ozone and Particulate Matter Air Standards: EPA Review","https://crsreports.congress.gov/product/pdf/download/IF/IF11288/IF11288.pdf/","8","08/12/2019"
31,"IN11561","12/23/2020","Recent Responses to COVID-19 by the Judicial Conference of the United States and Select Courts Within the Federal Judiciary (December 2020)","https://crsreports.congress.gov/product/pdf/download/IN/IN11561/IN11561.pdf/","1","12/23/2020"
32,"RL34012","12/23/2020","Resources for Grantseekers","https://crsreports.congress.gov/product/pdf/download/RL/RL34012/RL34012.pdf/","33","05/22/2007"
33,"R46640","12/23/2020","The Social Security Administration's Death Data: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R46640/R46640.pdf/","5","12/15/2020"
34,"R46647","12/23/2020","Tribal Land and Ownership Statuses: Overview and Selected Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R46647/R46647.pdf/","2","12/23/2020"
35,"IF11209","12/23/2020","U.S.-EU Trade Agreement Negotiations: Issues and Prospects","https://crsreports.congress.gov/product/pdf/download/IF/IF11209/IF11209.pdf/","6","05/15/2019"
36,"IF10384","12/23/2020","U.S.-India Trade Relations ","https://crsreports.congress.gov/product/pdf/download/IF/IF10384/IF10384.pdf/","15","04/08/2016"
37,"IF10256","12/23/2020","U.S.-Taiwan Trade Relations","https://crsreports.congress.gov/product/pdf/download/IF/IF10256/IF10256.pdf/","16","07/15/2015"
38,"IF11486","12/22/2020","2020 Census Fieldwork Delayed by COVID-19","https://crsreports.congress.gov/product/pdf/download/IF/IF11486/IF11486.pdf/","6","04/02/2020"
39,"R42567","12/22/2020","Coast Guard Cutter Procurement: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R42567/R42567.pdf/","132","06/14/2012"
40,"IF11672","12/22/2020","Coast Guard Waterways Commerce Cutter (WCC) Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF11672/IF11672.pdf/","6","10/26/2020"
41,"R43539","12/22/2020","Commemorations in Congress: Options for Honoring Individuals, Groups, and Events","https://crsreports.congress.gov/product/pdf/download/R/R43539/R43539.pdf/","16","05/09/2014"
42,"IF10550","12/22/2020","Defense Primer: The Military Departments","https://crsreports.congress.gov/product/pdf/download/IF/IF10550/IF10550.pdf/","9","12/14/2016"
43,"IF11709","12/22/2020","Department of the Interior (DOI) Law Enforcement Programs","https://crsreports.congress.gov/product/pdf/download/IF/IF11709/IF11709.pdf/","2","12/22/2020"
44,"R44442","12/22/2020","Energy and Water Development Appropriations: Nuclear Weapons Activities","https://crsreports.congress.gov/product/pdf/download/R/R44442/R44442.pdf/","25","04/01/2016"
45,"IF11688","12/22/2020","Inaugural Tickets: Past Practices and Considerations for 2021","https://crsreports.congress.gov/product/pdf/download/IF/IF11688/IF11688.pdf/","3","11/17/2020"
46,"IF11349","12/22/2020","Lawsuits Against the Federal Government: Basic Federal Court Procedure and Timelines","https://crsreports.congress.gov/product/pdf/download/IF/IF11349/IF11349.pdf/","3","10/31/2019"
47,"R41909","12/22/2020","Multiyear Procurement (MYP) and Block Buy Contracting in Defense Acquisition: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R41909/R41909.pdf/","99","07/11/2011"
48,"R41129","12/22/2020","Navy Columbia (SSBN-826) Class Ballistic Missile Submarine Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R41129/R41129.pdf/","199","03/22/2010"
49,"R44972","12/22/2020","Navy Constellation (FFG-62) Class Frigate (Previously FFG[X]) Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44972/R44972.pdf/","71","09/28/2017"
50,"RL32109","12/22/2020","Navy DDG-51 and DDG-1000 Destroyer Programs: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL32109/RL32109.pdf/","239","01/25/2005"
51,"RS20643","12/22/2020","Navy Ford (CVN-78) Class Aircraft Carrier Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS20643/RS20643.pdf/","240","01/03/2005"
52,"R43546","12/22/2020","Navy John Lewis (TAO-205) Class Oiler Shipbuilding Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43546/R43546.pdf/","80","05/14/2014"
53,"IF11679","12/22/2020","Navy Large Surface Combatant (LSC) Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF11679/IF11679.pdf/","6","11/04/2020"
54,"R46374","12/22/2020","Navy Light Amphibious Warship (LAW) Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R46374/R46374.pdf/","13","05/28/2020"
55,"R43543","12/22/2020","Navy LPD-17 Flight II and LHA Amphibious Ship Programs: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43543/R43543.pdf/","88","05/13/2014"
56,"IF11674","12/22/2020","Navy Next-Generation Logistics Ship (NGLS) Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF11674/IF11674.pdf/","6","10/29/2020"
57,"RL32418","12/22/2020","Navy Virginia (SSN-774) Class Attack Submarine Procurement: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL32418/RL32418.pdf/","203","01/18/2005"
58,"IF11708","12/22/2020","Obesity in the United States and Effects on Military Recruiting","https://crsreports.congress.gov/product/pdf/download/IF/IF11708/IF11708.pdf/","3","12/22/2020"
59,"IN11560","12/22/2020","Operation Warp Speed Contracts for COVID-19 Vaccines and Ancillary Vaccination Materials","https://crsreports.congress.gov/product/pdf/download/IN/IN11560/IN11560.pdf/","4","12/22/2020"
60,"IN11559","12/22/2020","SolarWinds Attack-No Easy Fix","https://crsreports.congress.gov/product/pdf/download/IN/IN11559/IN11559.pdf/","5","12/17/2020"
61,"IF10607","12/22/2020","South China Sea Disputes: Background and U.S. Policy","https://crsreports.congress.gov/product/pdf/download/IF/IF10607/IF10607.pdf/","5","02/24/2017"
62,"R43792","12/22/2020","State Minimum Wages: An Overview","https://crsreports.congress.gov/product/pdf/download/R/R43792/R43792.pdf/","20","11/19/2014"
63,"RS20722","12/22/2020","The First Day of a New Congress: A Guide to Proceedings on the Senate Floor","https://crsreports.congress.gov/product/pdf/download/RS/RS20722/RS20722.pdf/","30","06/27/2003"
64,"IF11618","12/22/2020","United Nations Issues: Cabinet Rank of the U.S. Permanent Representative","https://crsreports.congress.gov/product/pdf/download/IF/IF11618/IF11618.pdf/","3","08/12/2020"
65,"IF10514","12/21/2020","Defense Primer: Defense Appropriations Process","https://crsreports.congress.gov/product/pdf/download/IF/IF10514/IF10514.pdf/","9","11/23/2016"
66,"R46646","12/21/2020","Election Administration: Federal Grant Funding for States and Localities","https://crsreports.congress.gov/product/pdf/download/R/R46646/R46646.pdf/","4","12/21/2020"
67,"LSB10423","12/21/2020","From Clickwrap to RAP Sheet: Criminal Liability Under the Computer Fraud and Abuse Act for Terms of Service Violations","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10423/LSB10423.pdf/","6","03/19/2020"
68,"R43419","12/21/2020","NASA Appropriations and Authorizations: A Fact Sheet","https://crsreports.congress.gov/product/pdf/download/R/R43419/R43419.pdf/","80","03/11/2014"
69,"LSB10443","12/21/2020","The PREP Act and COVID-19: Limiting Liability for Medical Countermeasures","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10443/LSB10443.pdf/","13","04/08/2020"
70,"R46645","12/21/2020","USDA's Coronavirus Food Assistance Program: Round Two (CFAP-2)","https://crsreports.congress.gov/product/pdf/download/R/R46645/R46645.pdf/","6","12/21/2020"
71,"R46644","12/18/2020","Commemorative Legislation in Congress: Trends and Observations, 93rd Through 115th Congresses","https://crsreports.congress.gov/product/pdf/download/R/R46644/R46644.pdf/","2","12/18/2020"
72,"R46643","12/18/2020","Defense Acquisitions: DOD's Cybersecurity Maturity Model Certification Framework","https://crsreports.congress.gov/product/pdf/download/R/R46643/R46643.pdf/","2","12/18/2020"
73,"R44926","12/18/2020","Justice Department's Role in Cyber Incident Response","https://crsreports.congress.gov/product/pdf/download/R/R44926/R44926.pdf/","5","08/24/2017"
74,"IF10972","12/18/2020","Labor Enforcement Issues in U.S. FTAs","https://crsreports.congress.gov/product/pdf/download/IF/IF10972/IF10972.pdf/","9","09/07/2018"
75,"R40611","12/18/2020","Medicare Part D Prescription Drug Benefit","https://crsreports.congress.gov/product/pdf/download/R/R40611/R40611.pdf/","17","06/03/2009"
76,"IF11707","12/18/2020","The U.S. Dollar as the World's Dominant Reserve Currency","https://crsreports.congress.gov/product/pdf/download/IF/IF11707/IF11707.pdf/","2","12/18/2020"
77,"IF11120","12/18/2020","U.S.-Japan Trade Agreement Negotiations","https://crsreports.congress.gov/product/pdf/download/IF/IF11120/IF11120.pdf/","14","02/28/2019"
78,"IF10046","12/18/2020","Worker Rights Provisions in Free Trade Agreements (FTAs)","https://crsreports.congress.gov/product/pdf/download/IF/IF10046/IF10046.pdf/","22","01/14/2015"
79,"RL33153","12/17/2020","China Naval Modernization: Implications for U.S. Navy Capabilities-Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33153/RL33153.pdf/","247","11/18/2005"
80,"RL31139","12/17/2020","Cuba: U.S. Restrictions on Travel and Remittances","https://crsreports.congress.gov/product/pdf/download/RL/RL31139/RL31139.pdf/","90","12/02/2004"
81,"IF10484","12/17/2020","Defense Primer: Department of the Navy","https://crsreports.congress.gov/product/pdf/download/IF/IF10484/IF10484.pdf/","15","10/14/2016"
82,"IF10485","12/17/2020","Defense Primer: Geography, Strategy, and U.S. Force Design","https://crsreports.congress.gov/product/pdf/download/IF/IF10485/IF10485.pdf/","13","10/14/2016"
83,"R46341","12/17/2020","Federal Research and Development (R&D) Funding: FY2021","https://crsreports.congress.gov/product/pdf/download/R/R46341/R46341.pdf/","13","05/04/2020"
84,"IF11581","12/17/2020","Latin America and the Caribbean: Impact of COVID-19","https://crsreports.congress.gov/product/pdf/download/IF/IF11581/IF11581.pdf/","11","06/19/2020"
85,"R45583","12/17/2020","Membership of the 116th Congress: A Profile","https://crsreports.congress.gov/product/pdf/download/R/R45583/R45583.pdf/","28","03/11/2019"
86,"R46634","12/17/2020","Pandemic-Related Statutory Provisions Expiring in 2020","https://crsreports.congress.gov/product/pdf/download/R/R46634/R46634.pdf/","5","12/08/2020"
87,"R43838","12/17/2020","Renewed Great Power Competition: Implications for Defense-Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43838/R43838.pdf/","70","12/31/2014"
88,"IN11379","12/17/2020","SBA EIDL and Emergency EIDL Grants: Data by State","https://crsreports.congress.gov/product/pdf/download/IN/IN11379/IN11379.pdf/","10","05/06/2020"
89,"R44844","12/17/2020","SBA's '8(a) Program': Overview, History, and Current Issues","https://crsreports.congress.gov/product/pdf/download/R/R44844/R44844.pdf/","22","05/10/2017"
90,"R41464","12/16/2020","Conventional Prompt Global Strike and Long-Range Ballistic Missiles: Background and Issues","https://crsreports.congress.gov/product/pdf/download/R/R41464/R41464.pdf/","50","10/27/2010"
91,"IF10535","12/16/2020","Defense Primer: Congress's Constitutional Authority with Regard to the Armed Forces","https://crsreports.congress.gov/product/pdf/download/IF/IF10535/IF10535.pdf/","7","12/08/2016"
92,"IF11049","12/16/2020","Defense Primer: Exceptional Family Member Program (EFMP)","https://crsreports.congress.gov/product/pdf/download/IF/IF11049/IF11049.pdf/","7","12/17/2018"
93,"IF10534","12/16/2020","Defense Primer: President's Constitutional Authority with Regard to the Armed Forces","https://crsreports.congress.gov/product/pdf/download/IF/IF10534/IF10534.pdf/","8","12/08/2016"
94,"R46641","12/16/2020","Global Value Chains: Overview and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R46641/R46641.pdf/","2","12/16/2020"
95,"IF11706","12/16/2020","International Trade in Services ","https://crsreports.congress.gov/product/pdf/download/IF/IF11706/IF11706.pdf/","2","12/16/2020"
96,"R46491","12/16/2020","Resources for Tracking Federal COVID-19 Spending","https://crsreports.congress.gov/product/pdf/download/R/R46491/R46491.pdf/","12","08/25/2020"
97,"IF10036","12/16/2020","The Temporary Assistance for Needy Families (TANF) Block Grant","https://crsreports.congress.gov/product/pdf/download/IF/IF10036/IF10036.pdf/","21","01/06/2015"
98,"R44027","12/16/2020","Tracking Federal Awards: USAspending.gov and Other Data Sources","https://crsreports.congress.gov/product/pdf/download/R/R44027/R44027.pdf/","66","05/13/2015"
99,"IN11557","12/16/2020","Turkey: U.S. Sanctions Under the Countering America's Adversaries Through Sanctions Act (CAATSA)","https://crsreports.congress.gov/product/pdf/download/IN/IN11557/IN11557.pdf/","2","12/16/2020"
100,"LSB10563","12/16/2020","Two Supreme Court Cases to Test Limits on Foreign Sovereign Immunity for Holocaust Harms","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10563/LSB10563.pdf/","1","12/16/2020"
101,"RL30378","12/15/2020","African American Members of the U.S. Congress: 1870-2020","https://crsreports.congress.gov/product/pdf/download/RL/RL30378/RL30378.pdf/","32","07/28/2004"
102,"R41153","12/15/2020","Changes in the Arctic: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R41153/R41153.pdf/","174","04/01/2010"
103,"R43287","12/15/2020","Columbia River Treaty Review","https://crsreports.congress.gov/product/pdf/download/R/R43287/R43287.pdf/","23","10/31/2013"
104,"IF10503","12/15/2020","Constituent Services: Overview and Resources","https://crsreports.congress.gov/product/pdf/download/IF/IF10503/IF10503.pdf/","5","11/16/2016"
105,"R45657","12/15/2020","Cuba: U.S. Policy in the 116th Congress","https://crsreports.congress.gov/product/pdf/download/R/R45657/R45657.pdf/","9","03/29/2019"
106,"IF10920","12/15/2020","Cyber Supply Chain Risk Management: An Introduction","https://crsreports.congress.gov/product/pdf/download/IF/IF10920/IF10920.pdf/","4","06/29/2018"
107,"IF10559","12/15/2020","Cybersecurity: A Primer","https://crsreports.congress.gov/product/pdf/download/IF/IF10559/IF10559.pdf/","4","12/20/2016"
108,"IF11702","12/15/2020","Defense Health Primer: U.S. Coast Guard Health Services","https://crsreports.congress.gov/product/pdf/download/IF/IF11702/IF11702.pdf/","2","12/15/2020"
109,"IF10537","12/15/2020","Defense Primer: Cyberspace Operations","https://crsreports.congress.gov/product/pdf/download/IF/IF10537/IF10537.pdf/","7","12/08/2016"
110,"IF10771","12/15/2020","Defense Primer: Information Operations","https://crsreports.congress.gov/product/pdf/download/IF/IF10771/IF10771.pdf/","7","11/08/2017"
111,"IF10486","12/15/2020","Defense Primer: Naval Forces","https://crsreports.congress.gov/product/pdf/download/IF/IF10486/IF10486.pdf/","19","10/14/2016"
112,"IF11543","12/15/2020","Defense Primer: The Defense Logistics Agency","https://crsreports.congress.gov/product/pdf/download/IF/IF11543/IF11543.pdf/","6","05/08/2020"
113,"IF10547","12/15/2020","Defense Primer: The United States Air Force","https://crsreports.congress.gov/product/pdf/download/IF/IF10547/IF10547.pdf/","5","12/13/2016"
114,"IF10546","12/15/2020","Defense Primer: United States Airpower","https://crsreports.congress.gov/product/pdf/download/IF/IF10546/IF10546.pdf/","8","12/13/2016"
115,"IN11187","12/15/2020","Federal Emergency Management Agency (FEMA) Hazard Mitigation Assistance","https://crsreports.congress.gov/product/pdf/download/IN/IN11187/IN11187.pdf/","8","10/24/2019"
116,"IF11703","12/15/2020","Federal Employee Furloughs: Types and Implications","https://crsreports.congress.gov/product/pdf/download/IF/IF11703/IF11703.pdf/","1","12/15/2020"
117,"IN11556","12/15/2020","Funding for COVID-19 Vaccines: An Overview","https://crsreports.congress.gov/product/pdf/download/IN/IN11556/IN11556.pdf/","2","12/15/2020"
118,"RL34035","12/15/2020","Grants Work in a Congressional Office","https://crsreports.congress.gov/product/pdf/download/RL/RL34035/RL34035.pdf/","30","06/08/2007"
119,"R45546","12/15/2020","Management of the Colorado River: Water Allocations, Drought, and the Federal Role","https://crsreports.congress.gov/product/pdf/download/R/R45546/R45546.pdf/","14","03/01/2019"
120,"IN11535","12/15/2020","Mexican Drug Trafficking and Cartel Operations amid COVID-19","https://crsreports.congress.gov/product/pdf/download/IN/IN11535/IN11535.pdf/","4","11/20/2020"
121,"IN11555","12/15/2020","Morocco-Israel Normalization and U.S. Policy Change on Western Sahara","https://crsreports.congress.gov/product/pdf/download/IN/IN11555/IN11555.pdf/","2","12/15/2020"
122,"IN11558","12/15/2020","Proposed New England Rail Merger Could Affect Competition and Passenger Service ","https://crsreports.congress.gov/product/pdf/download/IN/IN11558/IN11558.pdf/","1","12/16/2020"
123,"R43908","12/15/2020","The National Institute of Standards and Technology: An Appropriations Overview","https://crsreports.congress.gov/product/pdf/download/R/R43908/R43908.pdf/","43","02/11/2015"
124,"R45529","12/15/2020","Trump Administration Tariff Actions: Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/R/R45529/R45529.pdf/","8","02/22/2019"
125,"IF11704","12/15/2020","U.S. Trade Concerns Regarding the EU's Farm to Fork Strategy","https://crsreports.congress.gov/product/pdf/download/IF/IF11704/IF11704.pdf/","1","12/15/2020"
126,"RS22077","12/15/2020","Unemployment Compensation (UC) and the Unemployment Trust Fund (UTF): Funding UC Benefits","https://crsreports.congress.gov/product/pdf/download/RS/RS22077/RS22077.pdf/","32","03/09/2005"
127,"IF10831","12/14/2020","Defense Primer: Future Years Defense Program (FYDP)","https://crsreports.congress.gov/product/pdf/download/IF/IF10831/IF10831.pdf/","8","02/16/2018"
128,"IF10530","12/14/2020","Defense Primer: Military Health System","https://crsreports.congress.gov/product/pdf/download/IF/IF10530/IF10530.pdf/","9","12/06/2016"
129,"R46459","12/14/2020","Department of Veterans Affairs FY2021 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R46459/R46459.pdf/","3","07/21/2020"
130,"LSB10561","12/14/2020","High Court to Review Tribal Police Search and Seizure Case","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10561/LSB10561.pdf/","2","12/14/2020"
131,"IN11554","12/14/2020","Issues Raised by a Federal Government Shutdown: Grants to State and Local Governments and the COVID-19 Pandemic","https://crsreports.congress.gov/product/pdf/download/IN/IN11554/IN11554.pdf/","3","12/15/2020"
132,"IN11517","12/14/2020","Kyrgyz Republic Set to Hold Snap Presidential Election and Constitutional Referendum after Parliamentary Elections Annulled","https://crsreports.congress.gov/product/pdf/download/IN/IN11517/IN11517.pdf/","5","10/09/2020"
133,"IF11035","12/14/2020","Managed Trade and Quantitative Restrictions: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF11035/IF11035.pdf/","5","12/03/2018"
134,"R46604","12/14/2020","Section 301 of the Trade Act of 1974: Origin, Evolution, and Use","https://crsreports.congress.gov/product/pdf/download/R/R46604/R46604.pdf/","4","11/16/2020"
135,"IF11705","12/14/2020","The Civil Rights Act of 1964: Eleven Titles at a Glance ","https://crsreports.congress.gov/product/pdf/download/IF/IF11705/IF11705.pdf/","2","12/15/2020"
136,"IF10038","12/14/2020","Trade Promotion Authority (TPA)","https://crsreports.congress.gov/product/pdf/download/IF/IF10038/IF10038.pdf/","30","01/07/2015"
137,"RS21048","12/14/2020","U.S. Special Operations Forces (SOF): Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS21048/RS21048.pdf/","67","02/09/2005"
138,"LSB10562","12/14/2020","'Court Packing': Legislative Control over the Size of the Supreme Court","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10562/LSB10562.pdf/","1","12/15/2020"
139,"IF10045","12/11/2020","Cuba: U.S. Policy Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10045/IF10045.pdf/","77","01/09/2015"
140,"IF10544","12/11/2020","Defense Primer: Department of the Army and Army Command Structure","https://crsreports.congress.gov/product/pdf/download/IF/IF10544/IF10544.pdf/","7","12/13/2016"
141,"IF10571","12/11/2020","Defense Primer: Organization of U.S. Ground Forces","https://crsreports.congress.gov/product/pdf/download/IF/IF10571/IF10571.pdf/","5","12/29/2016"
142,"IF10429","12/11/2020","Defense Primer: Planning, Programming, Budgeting and Execution (PPBE) Process","https://crsreports.congress.gov/product/pdf/download/IF/IF10429/IF10429.pdf/","9","06/28/2016"
143,"IF10545","12/11/2020","Defense Primer: Special Operations Forces","https://crsreports.congress.gov/product/pdf/download/IF/IF10545/IF10545.pdf/","10","12/13/2016"
144,"R45160","12/11/2020","Federal Election Commission: Membership and Policymaking Quorum, In Brief","https://crsreports.congress.gov/product/pdf/download/R/R45160/R45160.pdf/","15","04/12/2018"
145,"IN11553","12/11/2020","Major Disaster Declarations for Snowstorms and Severe Winter Storms ","https://crsreports.congress.gov/product/pdf/download/IN/IN11553/IN11553.pdf/","2","12/14/2020"
146,"IF10752","12/11/2020","Methane Emissions: A Primer","https://crsreports.congress.gov/product/pdf/download/IF/IF10752/IF10752.pdf/","4","10/12/2017"
147,"IF10568","12/11/2020","Overview of the Global Humanitarian and Displacement Crisis","https://crsreports.congress.gov/product/pdf/download/IF/IF10568/IF10568.pdf/","13","12/23/2016"
148,"IF11701","12/11/2020","Seasonal Fruit and Vegetable Competition in U.S.-Mexico Trade","https://crsreports.congress.gov/product/pdf/download/IF/IF11701/IF11701.pdf/","2","12/11/2020"
149,"RL31675","12/10/2020","Arms Sales: Congressional Review Process","https://crsreports.congress.gov/product/pdf/download/RL/RL31675/RL31675.pdf/","46","12/20/2002"
150,"LSB10560","12/10/2020","Assisted Reproductive Technology, Surrogacy, and U.S. Citizenship for Children Born Abroad","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10560/LSB10560.pdf/","1","12/10/2020"
151,"IF11364","12/10/2020","Boeing-Airbus Subsidy Dispute: Recent Developments","https://crsreports.congress.gov/product/pdf/download/IF/IF11364/IF11364.pdf/","4","11/18/2019"
152,"IF10434","12/10/2020","Burkina Faso","https://crsreports.congress.gov/product/pdf/download/IF/IF10434/IF10434.pdf/","8","07/15/2016"
153,"R46636","12/10/2020","COVID-19 and the U.S. Timber Industry","https://crsreports.congress.gov/product/pdf/download/R/R46636/R46636.pdf/","1","12/10/2020"
154,"IN11378","12/10/2020","IRS Guidance Says No Deduction Is Allowed for Business Expenses Paid with Forgiven PPP Loans","https://crsreports.congress.gov/product/pdf/download/IN/IN11378/IN11378.pdf/","11","05/06/2020"
155,"IF11564","12/10/2020","Section 301 Investigations: Foreign Digital Services Taxes (DSTs)","https://crsreports.congress.gov/product/pdf/download/IF/IF11564/IF11564.pdf/","6","06/10/2020"
156,"IF11683","12/10/2020","Section 301 Investigations: Vietnam's Timber Trade and Currency Practices","https://crsreports.congress.gov/product/pdf/download/IF/IF11683/IF11683.pdf/","2","11/12/2020"
