Title,source,source link,link,link date
8th CES repairs Kunsan’s runway in record time,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1834906/8th-ces-repairs-kunsans-runway-in-record-time/,2021-01-29 14:10
Air Force Establishes Hotline to Address Housing Concerns,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1830408/air-force-establishes-hotline-to-address-housing-concerns/,2021-01-29 14:10
Team Offutt battling flood waters,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1794306/team-offutt-battling-flood-waters/,2021-01-29 14:10
$32 million energy savings performance contract awarded at Keesler AFB,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1785155/32-million-energy-savings-performance-contract-awarded-at-keesler-afb/,2021-01-29 14:10
Exclusive engineering experience,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1784168/exclusive-engineering-experience/,2021-01-29 14:10
Clearing the zone to save birds,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1784161/clearing-the-zone-to-save-birds/,2021-01-29 14:10
Fixing pipes and plucking strings,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1784156/fixing-pipes-and-plucking-strings/,2021-01-29 14:10
Kunsan Leader awarded 2019 Federal Engineer of the Year,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1784144/kunsan-leader-awarded-2019-federal-engineer-of-the-year/,2021-01-29 14:10
Civilian leadership program accepting nominations through May 1,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1784146/civilian-leadership-program-accepting-nominations-through-may-1/,2021-01-29 14:10
Advanced roof inspection technologies among eight finalists for AFIMSC’s inaugural ‘Innovation Rodeo’,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1772027/advanced-roof-inspection-technologies-among-eight-finalists-for-afimscs-inaugur/,2021-01-29 14:10
AFIMSC’s innovation campaign selects eight ideas for ‘Spark Tank’ competition,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1752993/afimscs-innovation-campaign-selects-eight-ideas-for-spark-tank-competition/,2021-01-29 14:10
"Air Force, industry meet to discuss rebuilding Tyndall",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1746312/air-force-industry-meet-to-discuss-rebuilding-tyndall/,2021-01-29 14:10
Tyndall to host first Industry Day in rebuild effort,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1740589/tyndall-to-host-first-industry-day-in-rebuild-effort/,2021-01-29 14:10
386th ECES Dirtboys work to complete bypass road,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1740647/386th-eces-dirtboys-work-to-complete-bypass-road/,2021-01-29 14:10
Dirt Boyz get dirty,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1730088/dirt-boyz-get-dirty/,2021-01-29 14:10
"EM, Fire Dawgs stay ready through HAZMAT Exercise",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1730090/em-fire-dawgs-stay-ready-through-hazmat-exercise/,2021-01-29 14:10
REDHORSE and Prime BEEF building up ADAB,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1725750/redhorse-and-prime-beef-building-up-adab/,2021-01-29 14:10
Evaluation team uses non-destructive testing on JBER Airfields,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1730204/evaluation-team-uses-non-destructive-testing-on-jber-airfields/,2021-01-29 14:10
AFCEC opens doors after Hurricane Michael,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1717803/afcec-opens-doors-after-hurricane-michael/,2021-01-29 14:10
Rapidly repairing the runway,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1720074/rapidly-repairing-the-runway/,2021-01-29 14:10
Symposium brings together senior leaders from across the Department of Defense,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1725752/symposium-brings-together-senior-leaders-from-across-the-department-of-defense/,2021-01-29 14:10
AFIMSC Innovation Office seeks game-changing ideas,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1720070/afimsc-innovation-office-seeks-game-changing-ideas/,2021-01-29 14:10
Long-time tenant of former McClellan AFB provides lifeline to firefighters,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1705456/long-time-tenant-of-former-mcclellan-afb-provides-lifeline-to-firefighters/,2021-01-29 14:10
"Maker Hub, AFRL “sprint” to innovation",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1705034/maker-hub-afrl-sprint-to-innovation/,2021-01-29 14:10
AFDW ceremonial honors highlight George H.W. Bush legacy,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1705030/afdw-ceremonial-honors-highlight-george-hw-bush-legacy/,2021-01-29 14:10
"S&T 18 Wargame tests Air Force science, technology concepts for 2038",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1705028/st-18-wargame-tests-air-force-science-technology-concepts-for-2038/,2021-01-29 14:10
"704th Test Group supports STEM Career Expo in Alamogordo, New Mexico",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1705026/704th-test-group-supports-stem-career-expo-in-alamogordo-new-mexico/,2021-01-29 14:10
CE Airmen BEEF up,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1699968/ce-airmen-beef-up/,2021-01-29 14:10
Environmental team aids Tyndall hurricane recovery,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1690784/environmental-team-aids-tyndall-hurricane-recovery/,2021-01-29 14:10
Major environmental Record of Decision signed,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1684176/major-environmental-record-of-decision-signed/,2021-01-29 14:10
Sustaining the Pack: 8 FW revitalizes base energy utilization,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1691524/sustaining-the-pack-8-fw-revitalizes-base-energy-utilization/,2021-01-29 14:10
8 CES hones remote airfield damage assessment skills,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1691527/8-ces-hones-remote-airfield-damage-assessment-skills/,2021-01-29 14:10
Edwards hosts AFMC energy assurance summit,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1679236/edwards-hosts-afmc-energy-assurance-summit/,2021-01-29 14:10
Around the Air Force: Chapman Memorial / CSAF & CMSAF Tyndall AFB visit,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1679264/around-the-air-force-chapman-memorial-csaf-cmsaf-tyndall-afb-visit/,2021-01-29 14:10
Little Rock AFB hosts Arkansas’ largest STEM Fest,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1679259/little-rock-afb-hosts-arkansas-largest-stem-fest/,2021-01-29 14:10
AFIMSC helps Tyndall get back in the fight,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1677842/afimsc-helps-tyndall-get-back-in-the-fight/,2021-01-29 14:10
Edwards assumes leadership of AFCEC,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1676953/edwards-assumes-leadership-of-afcec/,2021-01-29 14:10
Air Base breaks ground on Visitor’s Quarters modernization project,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1677844/air-base-breaks-ground-on-visitors-quarters-modernization-project/,2021-01-29 14:10
AFCEC unveils winners of 2018 Air Force Design Awards,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1669114/afcec-unveils-winners-of-2018-air-force-design-awards/,2021-01-29 14:10
"RED HORSE tests materials, equipment for future flight line",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1676945/red-horse-tests-materials-equipment-for-future-flight-line/,2021-01-29 14:10
Innovative solar panel project first in South Carolina,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1670023/innovative-solar-panel-project-first-in-south-carolina/,2021-01-29 14:10
Holloman opens solar array,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1670028/holloman-opens-solar-array/,2021-01-29 14:10
EPA honors AFCEC team at former McClellan Air Force Base with national site reuse award,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1653015/epa-honors-afcec-team-at-former-mcclellan-air-force-base-with-national-site-reu/,2021-01-29 14:10
Air Force awards $143 million energy savings contract at DoD’s largest joint base,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1648009/air-force-awards-143-million-energy-savings-contract-at-dods-largest-joint-base/,2021-01-29 14:10
Combat Support Wing exercise showcases agile lethality,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1648777/combat-support-wing-exercise-showcases-agile-lethality/,2021-01-29 14:10
Protect the Power to Enhance Readiness and Resilience During Energy Action Month,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1648760/protect-the-power-to-enhance-readiness-and-resilience-during-energy-action-month/,2021-01-29 14:10
SECAF announces AFIMSC leadership changes,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1648063/secaf-announces-afimsc-leadership-changes/,2021-01-29 14:10
Tractor-trailer driving students pull their weight at 188th Wing,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1649748/tractor-trailer-driving-students-pull-their-weight-at-188th-wing/,2021-01-29 14:10
AFCEC's Airfield Pavement Evaluation Team wins One Air Force Award,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1612284/afcecs-airfield-pavement-evaluation-team-wins-one-air-force-award/,2021-01-29 14:10
Finding healing through helping others,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1610724/finding-healing-through-helping-others/,2021-01-29 14:10
STEM school opens at Laughlin,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1610705/stem-school-opens-at-laughlin/,2021-01-29 14:10
Dirt Boys restore taxiway in 23 hrs despite record heat,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1610721/dirt-boys-restore-taxiway-in-23-hrs-despite-record-heat/,2021-01-29 14:10
National robot rodeo at JB Charleston promotes STEM and safety,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1610684/national-robot-rodeo-at-jb-charleston-promotes-stem-and-safety/,2021-01-29 14:10
Back to Bases: AFCEC revives environmental workshop,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1599405/back-to-bases-afcec-revives-environmental-workshop/,2021-01-29 14:10
AFCEC launches dashboard to share status of military construction projects,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1587762/afcec-launches-dashboard-to-share-status-of-military-construction-projects/,2021-01-29 14:10
"Making a difference: Man dedicates career, life to environmental restoration",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1584237/making-a-difference-man-dedicates-career-life-to-environmental-restoration/,2021-01-29 14:10
Total Force effort brings needed improvements in two-week’s time,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1579565/total-force-effort-brings-needed-improvements-in-two-weeks-time/,2021-01-29 14:10
From nothing to something – Cargo City takes shape,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1579568/from-nothing-to-something-cargo-city-takes-shape/,2021-01-29 14:10
196th ‘Shooting Star’ Shines in New Norton AFB Showcase,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1728973/196th-shooting-star-shines-in-new-norton-afb-showcase/,2021-01-29 14:10
"Swap complete: AF protects Airmen, environment with new firefighting foam",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1556282/swap-complete-af-protects-airmen-environment-with-new-firefighting-foam/,2021-01-29 14:10
AFCEC attorney reflects on Boston Marathon experience,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1550901/afcec-attorney-reflects-on-boston-marathon-experience/,2021-01-29 14:10
We Are Airmen: 2018 Recruiting Video Contest,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1550592/we-are-airmen-2018-recruiting-video-contest/,2021-01-29 14:10
AFCEC warfighter shines at DoD warrior games,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1549066/afcec-warfighter-shines-at-dod-warrior-games/,2021-01-29 14:10
Former Air Force radar dome now a wildlife rehab facility,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1538184/former-air-force-radar-dome-now-a-wildlife-rehab-facility/,2021-01-29 14:10
AFCEC team earns DoD environmental restoration award,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1528803/afcec-team-earns-dod-environmental-restoration-award/,2021-01-29 14:10
Travis using farm animals to control invasive plants,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1533689/travis-using-farm-animals-to-control-invasive-plants/,2021-01-29 14:10
"Summits focus on partnerships, AF environmental restoration successes",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1520174/summits-focus-on-partnerships-af-environmental-restoration-successes/,2021-01-29 14:10
AF awards first energy savings performance contract of 2018 at Hill AFB,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1516599/af-awards-first-energy-savings-performance-contract-of-2018-at-hill-afb/,2021-01-29 14:10
Former McClellan Air Force Base Wins “National Federal Facility Excellence in Site Reuse” Award,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1514655/former-mcclellan-air-force-base-wins-national-federal-facility-excellence-in-si/,2021-01-29 14:10
Air Force takes three DOD environmental awards,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1498682/air-force-takes-three-dod-environmental-awards/,2021-01-29 14:10
Air Force working toward innovative groundwater cleanup solution,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1498001/air-force-working-toward-innovative-groundwater-cleanup-solution/,2021-01-29 14:10
Vandenberg flips the switch on new solar array system,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1495158/vandenberg-flips-the-switch-on-new-solar-array-system/,2021-01-29 14:10
Agreements outline Air Force commitment to Colorado communities,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1496660/agreements-outline-air-force-commitment-to-colorado-communities/,2021-01-29 14:10
Youth center opens $45K STEM center,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1485306/youth-center-opens-45k-stem-center/,2021-01-29 14:10
673d CEG Fire Emergency Services wins 2017 Air Force award,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1485308/673d-ceg-fire-emergency-services-wins-2017-air-force-award/,2021-01-29 14:10
"Air Force Assistance Fund begins 45th year of helping Airmen, families",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1485313/air-force-assistance-fund-begins-45th-year-of-helping-airmen-families/,2021-01-29 14:10
AF Fire Emergency Services test fire trucks in extreme cold,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1482541/af-fire-emergency-services-test-fire-trucks-in-extreme-cold/,2021-01-29 14:10
Ramstein’s groundbreaking new school,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1482568/ramsteins-groundbreaking-new-school/,2021-01-29 14:10
AFCEC director visits Kirtland,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1474895/afcec-director-visits-kirtland/,2021-01-29 14:10
AFCEC and OEA reach new milestone in partnership,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1470708/afcec-and-oea-reach-new-milestone-in-partnership/,2021-01-29 14:10
Air Force uniform office seeks Airmen to help with uniform design,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1470415/air-force-uniform-office-seeks-airmen-to-help-with-uniform-design/,2021-01-29 14:10
STEM job shadow day hosted at WPAFB,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1470405/stem-job-shadow-day-hosted-at-wpafb/,2021-01-29 14:10
Coalition forces partner to fight fire,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1470397/coalition-forces-partner-to-fight-fire/,2021-01-29 14:10
Air Force and NMED to host public information,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1470403/air-force-and-nmed-to-host-public-information/,2021-01-29 14:10
Bioenvironmental engineering: New water filtrations system coming to 386th AEW dining facilities.,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1470419/bioenvironmental-engineering-new-water-filtrations-system-coming-to-386th-aew-d/,2021-01-29 14:10
Top-notch fire training facility opens,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1460511/top-notch-fire-training-facility-opens/,2021-01-29 14:10
"Airmen, Agadez civic leaders build partnership",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1457547/airmen-agadez-civic-leaders-build-partnership/,2021-01-29 14:10
AFCEC revives in-person AICUZ training,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1456731/afcec-revives-in-person-aicuz-training/,2021-01-29 14:10
"Expeditionary CE Squadron: Saving money, making lives better",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1456623/expeditionary-ce-squadron-saving-money-making-lives-better/,2021-01-29 14:10
"Assistant secretary for installations, environmental, energy named 2017 Federal Engineer of the Year",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1454674/assistant-secretary-for-installations-environmental-energy-named-2017-federal-e/,2021-01-29 14:10
AFCEC Chief Master Sergeant promotees recognized,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1454671/afcec-chief-master-sergeant-promotees-recognized/,2021-01-29 14:10
"Repairing the field, one hole at a time",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1454659/repairing-the-field-one-hole-at-a-time/,2021-01-29 14:10
Air Force seeks 2018 Gen. Mark A. Welsh III One Air Force Award submissions,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1454665/air-force-seeks-2018-gen-mark-a-welsh-iii-one-air-force-award-submissions/,2021-01-29 14:10
CE Squadron enhances passenger terminal experience,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1452975/ce-squadron-enhances-passenger-terminal-experience/,2021-01-29 14:10
Air Force highlights actions already taken to protect water supply,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1454683/air-force-highlights-actions-already-taken-to-protect-water-supply/,2021-01-29 14:10
AF Fire Emergency Services looking to the future with ‘strategic plan’,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1451717/af-fire-emergency-services-looking-to-the-future-with-strategic-plan/,2021-01-29 14:10
Encrypt or else: Air Force’s new method of protecting PII,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1449991/encrypt-or-else-air-forces-new-method-of-protecting-pii/,2021-01-29 14:10
Exercise tests EOD and security forces,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1449967/exercise-tests-eod-and-security-forces/,2021-01-29 14:10
Remembering the fallen: 7th CES holds remembrance muster,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1449970/remembering-the-fallen-7th-ces-holds-remembrance-muster/,2021-01-29 14:10
102nd Civil Engineers support Camp Tortuguero,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1449977/102nd-civil-engineers-support-camp-tortuguero/,2021-01-29 14:10
"Team Hill honors top scientists, engineers, technicians",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1449981/team-hill-honors-top-scientists-engineers-technicians/,2021-01-29 14:10
Sowing partnership: 366th CES hands over seed drills to USFWS,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1449979/sowing-partnership-366th-ces-hands-over-seed-drills-to-usfws/,2021-01-29 14:10
IED Rodeo 2018,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1449987/ied-rodeo-2018/,2021-01-29 14:10
The path from secretary to Air Force engineer,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1443248/the-path-from-secretary-to-air-force-engineer/,2021-01-29 14:10
AF demonstrating hydrogen as alternate fuel source,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1441838/af-demonstrating-hydrogen-as-alternate-fuel-source/,2021-01-29 14:10
AFCEC project hopes to land Airmen in 'hot water',Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1441408/afcec-project-hopes-to-land-airmen-in-hot-water/,2021-01-29 14:10
"One-stop shop provides adaptive engineering solutions to save time, money",Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1439516/one-stop-shop-provides-adaptive-engineering-solutions-to-save-time-money/,2021-01-29 14:10
Air Force Research Laboratory provides support to robot competition,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1439520/air-force-research-laboratory-provides-support-to-robot-competition/,2021-01-29 14:10
Renovated Dam and Recreational Lake Open to Community at Mather,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1436174/renovated-dam-and-recreational-lake-open-to-community-at-mather/,2021-01-29 14:10
435th CTS Hosts RADR training course,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1434391/435th-cts-hosts-radr-training-course/,2021-01-29 14:10
Fairchild prepares for anything,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1434407/fairchild-prepares-for-anything/,2021-01-29 14:10
Oshiba assumes leadership of AFCEC,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1432724/oshiba-assumes-leadership-of-afcec/,2021-01-29 14:10
FIRST® LEGO® League teams sponsored by Arnold STEM place in regional qualifying tournament,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1434397/first-lego-league-teams-sponsored-by-arnold-stem-place-in-regional-qualifying-t/,2021-01-29 14:10
Sheppard slated to add EOD team leader course,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1432251/sheppard-slated-to-add-eod-team-leader-course/,2021-01-29 14:10
Powering Team Dyess,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1432254/powering-team-dyess/,2021-01-29 14:10
Explosive ordnance disposal flight wins AFMC-level award,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1427277/explosive-ordnance-disposal-flight-wins-afmc-level-award/,2021-01-29 14:10
Weasel engineers win big in PACAF,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1422216/weasel-engineers-win-big-in-pacaf/,2021-01-29 14:10
386th Civil Engineers repair runway to keep mission flying,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1422214/386th-civil-engineers-repair-runway-to-keep-mission-flying/,2021-01-29 14:10
Gearing up to host area high school students for 2018 National Engineers Week,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1413283/gearing-up-to-host-area-high-school-students-for-2018-national-engineers-week/,2021-01-29 14:10
AEDC Tunnel 9 team members taking initiative in STEM outreach,Air Force Civil Engineering Center,https://www.afcec.af.mil/News/,http://www.afcec.af.mil/News/Article-Display/Article/1413293/aedc-tunnel-9-team-members-taking-initiative-in-stem-outreach/,2021-01-29 14:10
